SEGMENTO;"Cooperativa de Crédito";
NOME DA INSTITUICAO;-;
CNPJ;-;
PAIS;Todos;
UF;-;
MUNICIPIO;-;
;
CNPJ;NOME DA INSTITUICAO;ENDERECO;COMPLEMENTO;BAIRRO;CEP;MUNICIPIO;UF;PAIS;DDD;FONE;SITE NA WEB;
78825270;"COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO";"AVENIDA GETULIO DORNELES VARGAS  2553N";-;"PASSO DOS FORTES";"89805001";"CHAPECO";"SC";"Brasil";-;-;"https://www.maxicredito.coop.br";
71392047;"COOPERATIVA DE CRÉDITO MONTECREDI LTDA. - SICOOB MONTECREDI";"RUA GONCALVES DIAS";"15";"CENTRO";"38500000";"MONTE CARMELO";"MG";"Brasil";-;-;-;
7669921;"COOPERATIVA DE CRÉDITO MÚTUO - SICOOB CREDIACISC";"AV  SAO CARLOS  2323";-;"CENTRO";"13560011";"SAO CARLOS";"SP";"Brasil";-;-;-;
10175348;"COOPERATIVA DE CRÉDITO MÚTUO DE LIVRE ADMISSÃO DA REGIÃO ADMINISTRATIVA DE SOROCABA - SICOOB COOPERASO";"AVENIDA BARÃO DE TATUÍ, 253";-;"JARDIM VERGUEIRO";"18030000";"SOROCABA";"SP";"Brasil";-;-;-;
4546162;"COOPERATIVA DE CRÉDITO MÚTUO DE SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - CREDIFISCO";"AV  RANGEL PESTANA  271";"8  ANDAR SALA 81";"CENTRO";"01017000";"SAO PAULO";"SP";"Brasil";-;-;"https://www.credifisco.com.br";
4414354;"COOPERATIVA DE CRÉDITO MÚTUO DO ABC - COOPER 7";"RUA JOAQUIM CASEMIRO, 290";-;"PLANALTO";"09890050";"SAO BERNARDO DO CAMPO";"SP";"Brasil";-;-;-;
3620772;"COOPERATIVA DE CRÉDITO MÚTUO DO CEARÁ - SICOOB CEARÁ";"RUA MINISTRO JOAQUIM BASTOS N  322";-;"FATIMA";"60415040";"FORTALEZA";"CE";"Brasil";-;-;-;
5861932;"COOPERATIVA DE CRÉDITO MÚTUO DOS ADVOGADOS DE SANTA CATARINA";"AVENIDA MARECHAL CASTELO BRANCO";"ED  KENNEDY TOWERS   TORRE I   9  ANDAR";"CAMPINAS";"88101020";"SAO JOSE";"SC";"Brasil";-;-;"https://www.oabcred.com.br";
8030602;"COOPERATIVA DE CRÉDITO MÚTUO DOS CORRETORES DE SEGUROS DO ESTADO DE SÃO PAULO - SICOOB CREDICOR/SP";"RUA LIBERO BADARO  293";"29  ANDAR   CONJUNTO D";"CENTRO";"01009907";"SAO PAULO";"SP";"Brasil";-;-;-;
4715685;"COOPERATIVA DE CRÉDITO MÚTUO DOS DESPACHANTES DE TRÂNSITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CREDITRAN";"RUA SANTOS SARAIVA  641";"ED  ANTONIO SESTREM";"ESTREITO";"88070100";"FLORIANOPOLIS";"SC";"Brasil";-;-;"https://www.creditran.com.br";
46642294;"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER - COOPEREMB";"RUA AVIAO PAULISTINHA  399";-;"JARDIM SOUTO";"12227081";"SAO JOSE DOS CAMPOS";"SP";"Brasil";-;-;"https://www.cooperemb.com.br";
55319370;"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA FIAÇÃO ALPINA - COOPERALPINA";"AVENIDA DA SAUDADE";"NRO 197";"SAO BENEDITO";"13260000";"MORUNGABA";"SP";"Brasil";-;-;-;
58290800;"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA MAXION - CREDMAXION";"RUA DR CARLOS VARELA  566";-;"CENTRO";"12701310";"CRUZEIRO";"SP";"Brasil";-;-;"https://www.credmaxion.com.br";
2104058;"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA PILKINGTON BRASIL";"RODOVIA PRESIDENTE DUTRA KM 131-133";"KM 131-133";"SANTA LUZIA";"12286160";"CACAPAVA";"SP";"Brasil";-;-;-;
49091119;"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA SKF E COLIGADAS";"RODOVIA ANHANGUERA - KM 30";-;"POLVILHO";"07770000";"CAJAMAR";"SP";"Brasil";-;-;"https://www.cooperskf.com.br";
6369729;"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DAS INDÚSTRIAS DO PAPEL, PAPELÃO E CORTIÇA DE OTACÍLIO COSTA, LAGES E CORREA PINTO - PAPELCREDI";"AVENIDA DO TRABALHADOR, 408";"CASA";"FÁTIMA";"88540000";"OTACILIO COSTA";"SC";"Brasil";-;-;-;
20833992;"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DO CENTRO UNIVERSITÁRIO NEWTON PAIVA LTDA. - CREDIPAIVA";"RUA CATUMBI N 166";-;"CAIÇARA";"31230070";"BELO HORIZONTE";"MG";"Brasil";-;-;"https://www.credipaiva.com.br";
2093154;"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DO MAGAZINE LUIZA, EMPRESAS CONTROLADAS E COLIGADAS - COOPLUIZA";"RUA DO COMÉRCIO,1.924";-;"CENTRO";"14400660";"FRANCA";"SP";"Brasil";-;-;"https://www.coopluiza.com.br";
5292849;"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM EMPRESAS ADMINISTRADORAS DE AEROPORTOS - AEROCRED";"RUA DOUTOR RAMOS DE AZEVEDO  N  159";"CONJUNTO 1708   17  ANDAR    ED CENTRAL OFFICE";"CENTRO";"07012020";"GUARULHOS";"SP";"Brasil";-;-;"https://www.aerocred.org.br";
3674133;"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM INSTITUIÇÕES DO SISTEMA FINANCEIRO NAS REGIÕES DE SÃO PAULO E CAMPINAS (SP) - CREDISCOOP";"PRACA ANTONIO PRADO, 33";"18 ANDAR, CONJ 1801";"CENTRO";"01010010";"SAO PAULO";"SP";"Brasil";-;-;-;
5747018;"COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FIEP, SESI, SENAI, IEL E DO CONDOMÍNIO EDIFÍCIO AGOSTINHO VELLOSO DA SILVEIRA (CEAVS  - CREDFISP LTDA.";"RUA MANOEL GONÇALVES GUIMARAES, 195";"PREDIO FIEP";"JOSÉ PINHEIRO";"58407363";"CAMPINA GRANDE";"PB";"Brasil";-;-;"https://www.credfisp.com.br";
6077760;"COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA RICLAN";"AV  PRESIDENTE KENNEDY  754";-;"ESTADIO";"13501900";"RIO CLARO";"SP";"Brasil";-;-;-;
53932869;"COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS FERROVIÁRIAS NO ESTADO DE SÃO PAULO";"R ALICE VELHO TEIXEIRA  53";-;"PRESIDENTE ALTINO";"06213050";"OSASCO";"SP";"Brasil";-;-;"https://www.coofer.com.br";
2083914;"COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO NO ESPÍRITO SANTO - CREDFEDERAL";"RUA VALE DO RIO DOCE";"01";"SÃO TORQUATO";"29114105";"VILA VELHA";"ES";"Brasil";-;-;"https://www.credfederal.coop.br";
1709266;"COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE E LIVRE ADMISSÃO DE TEÓFILO OTONI LTDA. - UNICRED TRÊS VALES";"RUA PADRE VIRGULINO  687";-;"CENTRO";"39800025";"TEOFILO OTONI";"MG";"Brasil";-;-;"https://www.unicredmg.com.br";
71163315;"COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE, ARQUITETOS E URBANISTAS DE SETE LAGOAS E REGIÃO LTDA - UNICRED SETE LAGOAS";"RUA CANDIDO AZEREDO 67";-;"CENTRO";"35700019";"SETE LAGOAS";"MG";"Brasil";-;-;"https://www.unicred.com.br/setelagoas";
4791645;"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE SÃO PAULO - COOPERALESP";"AV PEDRO ALVARES CABRAL, 201 - PAL 9 DE JULHO -S/S";"SALA  2";"PARQUE IBIRAPUERA";"04097900";"SAO PAULO";"SP";"Brasil";-;-;-;
4804353;"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DA SEGURANÇA PÚBLICA DE SÃO PAULO - CREDIAFAM";"RUA DR. GABRIEL PIZA, 425";"2 ANDAR";"SANTANA";"02036011";"SAO PAULO";"SP";"Brasil";-;-;-;
53800488;"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DE ÓRGAOS GESTORES DE RECURSOS HÍDRICOS DO ESTADO DE SÃO PAULO - COOPERHIDRO";"RUA BOA VISTA, 170";"3.- SUBSOLO";"CENTRO";"01014000";"SAO PAULO";"SP";"Brasil";-;-;"https://www.cooperhidro.org.br";
73092827;"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DO MINISTERIO DA EDUCAÇÃO EM SÃO PAULO - COOPEMESP";"RUA PEDRO VICENTE  625";-;"LUZ";"01109010";"SAO PAULO";"SP";"Brasil";-;-;"https://www.sicoobcoopemesp.com.br";
2275781;"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES FEDERAIS NA PARAÍBA - SICOOB COOPERCRET";"AV  PRIMEIRO DE MAIO  720";-;"JAGUARIBE";"58015430";"JOAO PESSOA";"PB";"Brasil";-;-;-;
5969937;"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE BEBEDOURO - COOCRESB.";"PRAÇA BARÃO DO RIO BRANCO, 99";-;"CENTRO";"14700129";"BEBEDOURO";"SP";"Brasil";-;-;"https://www.sicoobcoocresb.com.br";
74248949;"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE SÃO JOÃO DA BOA VISTA - CREDIVISTA";"R SENADOR SARAIVA  59";-;"CENTRO";"13870020";"SAO JOAO DA BOA VISTA";"SP";"Brasil";-;-;"https://www.credivista.com.br";
881829;"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE JABOTICABAL - COOPERSERV";"AVENIDA TREZE DE MAIO, 556";-;"CENTRO";"14870160";"JABOTICABAL";"SP";"Brasil";-;-;-;
3612679;"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE SÃO BERNARDO DO CAMPO - CREDIABC";"TRAVESSA DOS VIANAS, 65";-;"BAETA NEVES";"09760040";"SAO BERNARDO DO CAMPO";"SP";"Brasil";-;-;"https://www.crediabc.com.br";
6942423;"COOPERATIVA DE CRÉDITO MÚTUO DOS TRABALHADORES DO SISTEMA FINANCEIRO DE CURITIBA E REGIÃO - COOPCREFI";"RUA DESEMBARGADOR WESTPHALEN";"N  637";"CENTRO";"80010110";"CURITIBA";"PR";"Brasil";-;-;"https://www.coopcrefi.com.br";
5477038;"COOPERATIVA DE CRÉDITO NO PIAUÍ - SICOOB PIAUÍ";"RUA GOVERNADOR TIBERIO NUNES  N  255";-;"CABRAL";"64000750";"TERESINA";"PI";"Brasil";-;-;-;
86564051;"COOPERATIVA DE CRÉDITO NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS";"RUA SAO JOSE";"667";"CENTRO";"38610026";"UNAI";"MG";"Brasil";-;-;-;
3419786;"COOPERATIVA DE CRÉDITO NOSSA SENHORA DO DESTERRO - SICOOB CREDISC";"RUA ANITA GARIBALDI  77";-;"CENTRO";"88010500";"FLORIANOPOLIS";"SC";"Brasil";-;-;"https://www.credisc.coop.br";
22760839;"COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO";"RUA DOUTOR PLACIDINO BRIGAGAO  927";-;"CENTRO";"37950000";"SAO SEBASTIAO DO PARAISO";"MG";"Brasil";-;-;"https://www.sicoobnossocredito.com.br";
81292278;"COOPERATIVA DE CRÉDITO ORIGINAL - SICOOB ORIGINAL";"RUA DOM PEDRO II, 1421";"EDIFÍCIO EXCELLENTIA INTERCOOPERATION, 1- ANDAR";"BRASILIA";"89990000";"SAO LOURENCO D'OESTE";"SC";"Brasil";-;-;-;
4484490;"COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO DA ALTA NOROESTE DE SÃO PAULO - SICREDI ALTA NOROESTE SP";"RUA SAUDADES  100";-;"CENTRO";"16200025";"BIRIGUI";"SP";"Brasil";-;-;-;
26408187;"COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO PANTANAL DO MATO GROSSO DO SUL - SICREDI PANTANAL MS";"MARIO CORREA  1250";"LOTE A 03   QUADRA 22";"SAN RAPHAEL";"79150000";"MARACAJU";"MS";"Brasil";-;-;"https://www.sicredi.com.br";
87510475;"COOPERATIVA DE CRÉDITO ROTA DAS TERRAS - SICREDI ROTA DAS TERRAS RS/MG";"RODOVIA ERS 223, KM 28";-;"DISTRITO INDUSTRIAL";"99490000";"TAPERA";"RS";"Brasil";-;-;-;
44373041;"COOPERATIVA DE CRÉDITO RURAL - CREDICANA";"AV PROFESSOR JOSE BOLFARINI N 237";-;"JARDIM MORUMBI";"19815530";"ASSIS";"SP";"Brasil";-;-;"https://www.credicana.com.br";
7564184;"COOPERATIVA DE CRÉDITO RURAL ASCOOB SERTÕES - ASCOOB SERTÕES";"AVENIDA BRAULIO CAVALCANTE N  436";-;"CENTRO";"57400000";"PAO DE ACUCAR";"AL";"Brasil";-;-;"https://www.cresol.com.br";
76461557;"COOPERATIVA DE CRÉDITO RURAL COOPAVEL";"RODOVIA BR 277  KM 591";-;"PARQUE SAO PAULO";"85803490";"CASCAVEL";"PR";"Brasil";-;-;"https://www.credicoopavel.com.br";
1073966;"COOPERATIVA DE CRÉDITO RURAL DE ABELARDO LUZ - SULCREDI/CREDILUZ";"AV. CASTELO BRANCO,";"570";"CENTRO";"89830000";"ABELARDO LUZ";"SC";"Brasil";-;-;"https://www.sulcrediab.com.br";
71207740;"COOPERATIVA DE CRÉDITO RURAL DE IRAÍ DE MINAS LTDA -SICOOB CREDIMIL";"AVENIDA PRIMEIRO DE MARCO  N  175";-;"CENTRO";"38510000";"IRAI DE MINAS";"MG";"Brasil";-;-;-;
1330387;"COOPERATIVA DE CRÉDITO RURAL DE PEQUENOS AGRICULTORES E DA REFORMA AGRÁRIA DO CENTRO OESTE DO PARANÁ - CREHNOR LARANJEIRAS";"RUA CORONEL GUILHERME DE PAULA, N° 1111";"COMERCIAL";"CENTRO";"85301220";"LARANJEIRAS DO SUL";"PR";"Brasil";-;-;"https://www.crehnor.coop.br";
8253539;"COOPERATIVA DE CRÉDITO RURAL DE SÃO MIGUEL DO OESTE - SULCREDI/SÃO MIGUEL";"RUA PADRE AURELIO CANZI";"1833";"CENTRO";"89900000";"SAO MIGUEL D'OESTE";"SC";"Brasil";-;-;"https://www.sulcredi.coop.br";
8482873;"COOPERATIVA DE CRÉDITO RURAL DO AGRESTE ALAGOANO - COOPERAGRE";"RUA JOAQUIM TORRES, 01";-;"CENTRO";"57620000";"IGACI";"AL";"Brasil";-;-;-;
49654502;"COOPERATIVA DE CRÉDITO RURAL DOS FORNECEDORES DE CANA DA REGIÃO DE CATANDUVA-COFOCRED";"RUA AMAZONAS, 361";-;"CENTRO";"15800050";"CATANDUVA";"SP";"Brasil";-;-;-;
52623311;"COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DA REGIÃO DE IGARAPAVA";"AV CORONEL QUITO  134";-;"CENTRO";"14540000";"IGARAPAVA";"SP";"Brasil";-;-;-;
12272183;"COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DE ALAGOAS";"RUA SA E ALBUQUERQUE  544";-;"JARAGUA";"57022180";"MACEIO";"AL";"Brasil";-;-;"https://www.coplan.coop.br";
2904138;"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ÁUREA - CRESOL ÁUREA";"RUA PORTO ALEGRE  410";"SALA 2";-;"99835000";"AUREA";"RS";"Brasil";-;-;-;
5241145;"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE GETÚLIO VARGAS - CRESOL GETÚLIO VARGAS";"AVENIDA SEVERIANO DE ALMEIDA  402";-;-;"99900000";"GETULIO VARGAS";"RS";"Brasil";-;-;-;
71154256;"COOPERATIVA DE CRÉDITO SACRAMENTO LTDA - SICOOB SACRAMENTO";"AV  BENEDITO VALADARES  73";-;"CENTRO";"38190000";"SACRAMENTO";"MG";"Brasil";-;-;-;
4013172;"COOPERATIVA DE CRÉDITO SICOOB 3 COLINAS";"AVENIDA PAULO VI, 733";-;"PARQUE DOS LIMAS";"14403138";"FRANCA";"SP";"Brasil";-;-;"https://www.credacif.com.br";
6174009;"COOPERATIVA DE CRÉDITO SICOOB ALIANÇA";"RUA GALDINO GLUCK JUNIOR  280";"SALA 201";"CENTRO";"86800670";"APUCARANA";"PR";"Brasil";-;-;"https://www.sicoob.com.br/web/sicoobalianca/sistema-sicoob";
7097064;"COOPERATIVA DE CRÉDITO SICOOB CONFIANÇA";"RUA GOIAS  1231";-;"CENTRO";"85960000";"MARECHAL CANDIDO RONDON";"PR";"Brasil";-;-;-;
4174720;"COOPERATIVA DE CRÉDITO SICOOB COOPEMAR LTDA";"RUA RUI BARBOSA  N  152";-;"CENTRO";"44630000";"MAIRI";"BA";"Brasil";-;-;-;
62673470;"COOPERATIVA DE CRÉDITO SICOOB COOPMIL";"RUA VENCESLAU BRÁS, 175/179";-;"CENTRO";"01016000";"SAO PAULO";"SP";"Brasil";-;-;"https://www.coopmil.coop.br";
1205736;"COOPERATIVA DE CRÉDITO SICOOB COSTA DO DESCOBRIMENTO LTDA.";"PRACA DA INDEPENDENCIA  60";-;"CENTRO";"45836000";"ITAMARAJU";"BA";"Brasil";-;-;-;
2528151;"COOPERATIVA DE CRÉDITO SICOOB CREDCOOP LTDA.";"PRAÇA JOAQUIM CORREIA, N°. 55";-;"CENTRO";"45000907";"VITORIA DA CONQUISTA";"BA";"Brasil";-;-;-;
4529074;"COOPERATIVA DE CRÉDITO SICOOB CREDICAPITAL";"AV  TOLEDO  247";-;"CENTRO";"85810230";"CASCAVEL";"PR";"Brasil";-;-;-;
3535065;"COOPERATIVA DE CRÉDITO SICOOB CREDMETAL";"RUA ERASMO BRAGA  310";-;"PRESIDENTE ALTINO";"06213000";"OSASCO";"SP";"Brasil";-;-;"https://www.credmetal.com.br";
2935307;"COOPERATIVA DE CRÉDITO SICOOB CREDSEGURO LTDA.";"RUA C -139, QUADRA 337, LOTE 03";-;"JARDIM AMERICA";"74275070";"GOIANIA";"GO";"Brasil";-;-;"https://www.sicoob.com.br/web/sicoobcredseguro";
4388688;"COOPERATIVA DE CRÉDITO SICOOB ENGECRED LTDA.";"AVENIDA REPUBLICA DO LIBANO  N  2 397";"QD  D 7  LT 74";"SETOR OESTE";"74125125";"GOIANIA";"GO";"Brasil";-;-;"https://www.sicoobengecred.coop.com.br";
2447120;"COOPERATIVA DE CRÉDITO SICOOB EXTREMO SUL LTDA.";"RUA ANTONIO CHICON SOBRINHO  141";-;"CENTRO";"45985202";"TEIXEIRA DE FREITAS";"BA";"Brasil";-;-;-;
24610065;"COOPERATIVA DE CRÉDITO SICOOB IPÊ - SICOOB IPÊ";"RUA MATO GROSSO  N   3 195";-;"SANTA FE";"79021151";"CAMPO GRANDE";"MS";"Brasil";-;-;"https://www.sicoobcocresul.com.br";
71506513;"COOPERATIVA DE CRÉDITO SICOOB ITAPAGIPE LTDA - SICOOB ITAPAGIPE";"AVENIDA 07";"575";"CENTRO";"38240000";"ITAPAGIPE";"MG";"Brasil";-;-;"https://www.sicoobitapagipe.com.br";
3459850;"COOPERATIVA DE CRÉDITO SICOOB METROPOLITANO";"AV  PEDRO TAQUES  294";"SOBRELOJA 2";"ZONA 03";"87030008";"MARINGA";"PR";"Brasil";-;-;-;
7318874;"COOPERATIVA DE CRÉDITO SICOOB MÉDIO OESTE";"AV  DOM PEDRO II  245";-;"JARDIM AMERICA";"85935000";"ASSIS CHATEAUBRIAND";"PR";"Brasil";-;-;"https://www.sicoobunicoob.com.br";
2876918;"COOPERATIVA DE CRÉDITO SICOOB NORTE SUL LTDA";"PRACA SIMOES FILHO  55   SALAS 101 102";"SHOPPING GAN";"CENTRO";"45450000";"GANDU";"BA";"Brasil";-;-;-;
5582619;"COOPERATIVA DE CRÉDITO SICOOB OURO VERDE";"AVENIDA PARANA 646";"1  ANDAR";"CENTRO";"86010390";"LONDRINA";"PR";"Brasil";-;-;-;
2057584;"COOPERATIVA DE CRÉDITO SICOOB SERTÃO LTDA";"PRACA HONORATO GONCALVES  N  84";-;"CENTRO";"44610000";"PINTADAS";"BA";"Brasil";-;-;-;
86389236;"COOPERATIVA DE CRÉDITO SICOOB UNI SUDESTE";"RUA VINTE E DOIS DE MAIO  57";-;"CENTRO";"36500060";"UBA";"MG";"Brasil";-;-;"https://www.sicoob.com.br/web/sicoobunisudeste";
37554441;"COOPERATIVA DE CRÉDITO SICOOB UNI SUL MS";"RUA OLIVEIRA MARQUES  2020";-;"JARDIM CENTRAL";"79805021";"DOURADOS";"MS";"Brasil";-;-;"https://www.sicoob.com.br/web/sicoobunisulms/sicoob-uni-sul-";
1042487;"COOPERATIVA DE CRÉDITO SICOOB UNIDAS";"AV  ALMIRANTE BARROSO  2926";-;"SOUZA";"66613710";"BELEM";"PA";"Brasil";-;-;"https://www.sicoobunidas.coop.br/";
2466552;"COOPERATIVA DE CRÉDITO SICOOB VALE SUL";"AVENIDA ANTONIO DE PAIVA CANTELMO  N  590";-;"INDUSTRIAL";"85601270";"FRANCISCO BELTRAO";"PR";"Brasil";-;-;-;
26359745;"COOPERATIVA DE CRÉDITO SICOOBMAIS  LTDA. - SICOOBMAIS";"RUA HUM";"30";"CENTRO";"38910000";"IGUATAMA";"MG";"Brasil";-;-;-;
9343038;"COOPERATIVA DE CRÉDITO SICREDI ALTO SERTÃO PARAIBANO - SICREDI ALTO SERTÃO PARAIBANO";"RUA JOÃO PESSOA 25";-;"CENTRO";"58800010";"SOUSA";"PB";"Brasil";-;-;"https://www.sicredi.com.br/altosertaoparaibano/";
41255225;"COOPERATIVA DE CRÉDITO SICREDI CENTRO PERNAMBUCANA";"RUA  SALDANHA MARINHO  34";-;"MAURICIO DE NASSAU";"55012740";"CARUARU";"PE";"Brasil";-;-;"https://www.sicredinne.com.br/centropernambucana/";
90608712;"COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES";"AVENIDA VINTE E CINCO DE SETEMBRO  777";-;"CENTRO";"95185000";"CARLOS BARBOSA";"RS";"Brasil";-;-;-;
5888589;"COOPERATIVA DE CRÉDITO SUL - SICOOB SUL";"RUA BENJAMIN LINS, 610";-;"BATEL";"80420100";"CURITIBA";"PR";"Brasil";-;-;"https://www.sicoob.com.br";
32467086;"COOPERATIVA DE CRÉDITO SUL DO ESPÍRITO SANTO - SICOOB SUL";"AV. DR. ARISTIDES CAMPOS, 355";-;"BASILEIA";"29302801";"CACHOEIRO DE ITAPEMIRIM";"ES";"Brasil";-;-;"https://www.sicoobes.com.br";
32474884;"COOPERATIVA DE CRÉDITO SUL-LITORÂNEA DO ESPÍRITO SANTO";"AV. GETULIO VARGAS, 683";-;"CENTRO";"29240000";"ALFREDO CHAVES";"ES";"Brasil";-;-;"https://www.sicoobes.com.br";
815319;"COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO";"AVENIDA ANGELO ALTOÉ, 340";-;"SÃO PEDRO";"29375000";"VENDA NOVA DO IMIGRANTE";"ES";"Brasil";-;-;"https://www.sicoobes.com.br";
26178111;"COOPERATIVA DE CRÉDITO UNIÃO CENTRO OESTE LTDA. - SICOOB UNIÃO CENTRO OESTE";"AV  BENEDITO VALADARES";"590";"CENTRO";"35590028";"LAGOA DA PRATA";"MG";"Brasil";-;-;"https://www.sicoob.com.br/web/sicoobuniaocentrooeste";
65239402;"COOPERATIVA DE CRÉDITO UNIÃO DO CENTRO OESTE DE MINAS LTDA. - SICOOB CENTRO UNIÃO";"PRACA PRIMEIRO DE JANEIRO  25";-;"CENTRO";"35557000";"CARMO DO CAJURU";"MG";"Brasil";-;-;-;
977212;"COOPERATIVA DE CRÉDITO UNICOPER";"AV  DAS NACOES UNIDAS  14261";"ALA A1   13   ANDAR   UNICOPER";"VILA GERTRUDES";"04794000";"SAO PAULO";"SP";"Brasil";-;-;-;
184068;"COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM";"RUA PADRE MARINHO 37";"11  ANDAR";"SANTA EFIGENIA";"30140040";"BELO HORIZONTE";"MG";"Brasil";-;-;"https://www.unicred.com.br/multirregional";
75847;"COOPERATIVA DE CRÉDITO UNICRED CENTRO-SUL LTDA - UNICRED CENTRO-SUL";"RUA ANTONIO DE LUCCA  191";-;"CENTRO";"88811503";"CRICIUMA";"SC";"Brasil";-;-;"https://www.unicred.com.br/sulcatarinense/";
4355489;"COOPERATIVA DE CRÉDITO UNICRED COOMARCA LTDA. - COOMARCA";"RUA EMILIO BLUM  131";"TORRE B  9  ANDAR";"CENTRO";"88020010";"FLORIANOPOLIS";"SC";"Brasil";-;-;"https://www.unicred.com.br/coomarca/";
1039011;"COOPERATIVA DE CRÉDITO UNICRED DESBRAVADORA LTDA - UNICRED DESBRAVADORA";"AVENIDA GETÚLIO DORNELES VARGAS, N 1183";"11° ANDAR";"CENTRO";"89802002";"CHAPECO";"SC";"Brasil";-;-;"https://www.unicred.com.br/desbravadora";
1727929;"COOPERATIVA DE CRÉDITO UNICRED EVOLUÇÃO LTDA. - UNICRED EVOLUÇÃO";"RUA MAJOR GOTE 179";-;"ALTO CAICARAS";"38700001";"PATOS DE MINAS";"MG";"Brasil";-;-;"https://www.unicredmg.com.br";
1796302;"COOPERATIVA DE CRÉDITO UNICRED REGIÃO DOS VALES LTDA. - UNICRED REGIÃO DOS VALES";"RUA BAGE  55";-;"BOA VISTA";"93410220";"NOVO HAMBURGO";"RS";"Brasil";-;-;"https://www.unicred.com.br/regiaodosvales";
74114042;"COOPERATIVA DE CRÉDITO UNICRED UNIÃO LTDA - UNICRED UNIÃO";"RUA CAMBORIU 519";-;"CENTRO";"88301451";"ITAJAI";"SC";"Brasil";-;-;"https://www.unicred.com.br/uniao/";
73443863;"COOPERATIVA DE CRÉDITO UNICRED VALE LTDA - UNICRED VALE";"ALAMEDA RIO BRANCO  264";"SALAS 501 E 601  5  E 6  ANDAR";"CENTRO";"89010016";"BLUMENAU";"SC";"Brasil";-;-;"https://www.unicred.com.br/valeeuropeu";
74064502;"COOPERATIVA DE CRÉDITO UNICRED VALOR CAPITAL LTDA - UNICRED VALOR CAPITAL";"RUA TENENTE SILVEIRA  315";-;"CENTRO";"88010301";"FLORIANOPOLIS";"SC";"Brasil";-;-;"https://www.unicred.com.br/florianopolis/";
1572667;"COOPERATIVA DE CRÉDITO UNIPRIME SUL LTDA";"AV  15 DE NOVEMBRO  236";"SALAS 01 02";-;"99700000";"ERECHIM";"RS";"Brasil";-;-;-;
73647935;"COOPERATIVA DE CRÉDITO UNIQUE BR";"RUA ABRAO JULIO RAHE  54";"GESTAO";"VILA ALTA";"79010010";"CAMPO GRANDE";"MS";"Brasil";-;-;"https://www.sicoob.com.br/web/sicoobuniquebr/para-voce";
